ID,TICKER,IDENTIFIER_TYPE,IDENTIFIER_VALUE,BS_CURR_RENTAL_EXPENSE,FISCAL_YEAR_PERIOD,ACCOUNTING_STANDARD,OTHER_NONOP_INCOME_LOSS,NONOP_INCOME_LOSS,NI_INCLUDING_MINORITY_INT_RATIO,INCOME_LOSS_FROM_AFFILIATES,OTHER_OPERATING_EXPENSES_RATIO,ZAKAT_EXPENSES_OTHER_RESRV_CHARG,ID_BB_COMPANY,ID_BB_GLOBAL,ID_BB_GLOBAL_COMPANY,IS_NET_ABNORMAL_ITEMS,IS_SGA_EXPENSE,IS_CURRENT_INCOME_TAX_BENEFIT,IS_DEFERRED_INCOME_TAX_BENEFIT,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,IS_SH_PRO_EQY_MT_INV_NET_OF_TAX,IS_DISCONTINUED_OPERATIONS,IS_TAX_VALN_ALLOWNCE_CREDITS,IS_SELLING_EXPENSES,IS_SALES_AND_SERVICES_REVENUES,IS_FINANCING_REVENUE,IS_OTHER_REVENUE,IS_COG_AND_SERVICES_SOLD,IS_COST_OF_FINANCING_REVENUE,IS_DA_COST_OF_REVENUE_GAAP,IS_GENERAL_AND_ADMINISTRATIVE,IS_RESEARCH_AND_DEVELOPMENT,IS_DEPRECIATION_AND_AMORTIZATION,IS_OPER_EXPENSES_RD_GAAP,IS_OTHER_INVESTMENT_INCOME_LOSS,SALES_REV_TURN,IS_INT_INC,IS_COGS_TO_FE_AND_PP_AND_G,IS_OPERATING_EXPN,IS_OPER_INC,IS_INT_EXPENSE,IS_FOREIGN_EXCH_LOSS,IS_INC_TAX_EXP,IS_INC_BEF_XO_ITEM,MIN_NONCONTROL_INTEREST_CREDITS,NET_INCOME,IS_TOT_CASH_PFD_DVD,IS_TOT_CASH_COM_DVD,IS_AVG_NUM_SH_FOR_EPS,IS_EPS,IS_SH_FOR_DILUTED_EPS,IS_DILUTED_EPS,IS_EARN_BEF_XO_ITEMS_PER_SH,IS_PERSONNEL_EXP,IS_DEPR_EXP,IS_EXPORT_SALES,IS_CAP_INT_EXP,IS_BASIC_EPS_CONT_OPS,IS_OTHER_OPER_INC,CUR_PROFIT_JAPAN,IS_DIL_EPS_CONT_OPS,IS_DIL_EPS_BEF_XO,OTHER_ADJUSTMENTS,IS_PROVISION_DOUBTFUL_ACCOUNTS,IS_NET_INTEREST_EXPENSE,PRETAX_INC,EBIT,EBITDA,EQY_DPS,OPER_MARGIN,GROSS_MARGIN,EBITDA_MARGIN,XO_GL_NET_OF_TAX,PROF_MARGIN,EARN_FOR_COMMON,GROSS_PROFIT,ACTUAL_SALES_PER_EMPL,EBITA,SALES_GROWTH,CUR_RATIO,QUICK_RATIO,QUICK_RATIO_3Y_GEO_GRWTH,TOT_DEBT_TO_COM_EQY,WORKING_CAPITAL,CF_FREE_CASH_FLOW,NET_INC_GROWTH,TIMESTAMP
774,HD,TICKER,HD US Equity,2227.000000,2026 Q3,US GAAP,0.000000,2120.000000,14806.000000,,0.000000,,100743,BBG000BKZB36,BBG001FDYSM9,0.000000,28748.000000,4639.000000,-39.000000,0.000000,,0.000000,,,159514.000000,,,106206.000000,,,,,3034.000000,0.000000,,159514.000000,201.000000,106206.000000,31782.000000,21526.000000,2321.000000,0.000000,4600.000000,14806.000000,0.000000,14806.000000,0.000000,8910.000000,990.000000,14.960000,993.000000,14.910000,14.960000,,3336.000000,,,14.960000,0.000000,,14.910000,14.910000,0.000000,,2120.000000,19406.000000,21526.000000,26948.000000,9.000000,13.490000,33.420000,15.400000,0.000000,9.280000,14806.000000,53308.000000,339319.290000,23612.000000,4.480000,1.110000,0.160000,,942.200000,3022.000000,16325.000000,-2.230000,
775,JNJ,TICKER,JNJ US Equity,200.000000,2025 Q3,US GAAP,4928.000000,4351.000000,14066.000000,,211.000000,,100828,BBG000BMHYD1,BBG001FDYWC1,6294.000000,22869.000000,4804.000000,-2183.000000,0.000000,,0.000000,,,88821.000000,,,27471.000000,,,,,,17232.000000,,88821.000000,1332.000000,27471.000000,40312.000000,21038.000000,755.000000,,2621.000000,14066.000000,0.000000,14066.000000,0.000000,11819.840000,2407.300000,5.840000,2429.400000,5.790000,5.840000,,2813.000000,,79.000000,8.458000,0.000000,,8.381000,5.790000,0.000000,,-577.000000,16687.000000,21038.000000,28577.000000,4.910000,23.690000,69.070000,33.660000,0.000000,15.840000,14066.000000,61350.000000,635343.350000,25764.000000,4.300000,1.110000,0.780000,,52.920000,5572.000000,19842.000000,-59.990000,
776,ABBV,TICKER,ABBV US Equity,347.000000,2025 Q3,US GAAP,3240.000000,5421.000000,4286.000000,,2750.000000,,28046509,BBG0025Y4RY4,BBG0025Y4RX5,9440.030000,14752.000000,879.000000,-1449.000000,0.000000,,0.000000,,,56334.000000,,,16904.000000,,,,,,12791.000000,,56334.000000,648.000000,16904.000000,30293.000000,9137.000000,2808.000000,21.000000,-570.000000,4286.000000,8.000000,4278.000000,0.000000,10967.800000,1769.000000,2.400000,1773.000000,2.390000,2.400000,,764.000000,,,7.732000,0.000000,,7.714000,2.390000,40.000000,,2160.000000,3716.000000,9137.000000,17719.000000,6.200000,16.220000,69.990000,29.000000,0.000000,7.590000,4238.000000,39430.000000,1024254.550000,16955.000000,3.710000,0.660000,0.430000,,2045.680000,-13167.000000,17832.000000,-12.030000,
777,KO,TICKER,KO US Equity,362.000000,2025 Q3,US GAAP,-1992.000000,-3094.000000,10649.000000,-1770.000000,4163.000000,,100355,BBG000BMX289,BBG001FDYD88,1742.000000,14582.000000,,,0.000000,,0.000000,,,47061.000000,,,18324.000000,,,,,,0.000000,,47061.000000,988.000000,18324.000000,18745.000000,9992.000000,1656.000000,0.000000,2437.000000,10649.000000,18.000000,10631.000000,0.000000,8359.460000,4309.000000,2.470000,4320.000000,2.460000,2.470000,,1014.000000,,,2.871000,0.000000,,2.863000,2.460000,0.000000,,668.000000,13086.000000,9992.000000,11429.000000,1.940000,21.230000,61.060000,32.980000,0.000000,22.590000,10631.000000,28737.000000,675193.690000,10415.000000,2.860000,1.030000,0.720000,,184.000000,748.000000,4741.000000,-0.770000,
778,TMUS,TICKER,TMUS US Equity,5066.000000,2025 Q3,US GAAP,-113.000000,3298.000000,11339.000000,,0.000000,,8779219,BBG000NDV1D4,BBG001H7TDK1,275.710000,20818.000000,253.000000,3120.000000,0.000000,,0.000000,,,80441.000000,,959.000000,29653.000000,,,,,12919.000000,0.000000,,81400.000000,0.000000,29653.000000,33737.000000,18010.000000,3411.000000,0.000000,3373.000000,11339.000000,0.000000,11339.000000,0.000000,4302.000000,1169.195000,9.700000,1173.214000,9.660000,9.700000,,12062.000000,,34.000000,9.934000,0.000000,,9.895000,9.660000,0.000000,,3411.000000,14712.000000,18010.000000,35716.000000,3.710000,22.130000,63.570000,37.310000,0.000000,13.930000,11339.000000,51747.000000,1162857.140000,23654.000000,3.620000,0.910000,0.480000,,184.550000,-1770.000000,17032.000000,36.340000,
779,CVX,TICKER,CVX US Equity,3447.000000,2025 Q3,US GAAP,-4616.000000,-8589.000000,17749.000000,-4596.000000,28459.000000,,100315,BBG000K4ND22,BBG001FDYC08,-2446.150000,4834.000000,8517.000000,1240.000000,0.000000,,0.000000,,,193414.000000,,,123922.000000,,17282.000000,,,,0.000000,,193414.000000,491.000000,141204.000000,33293.000000,18917.000000,594.000000,520.000000,9757.000000,17749.000000,88.000000,17661.000000,0.000000,11798.480000,1809.583000,9.760000,1816.602000,9.720000,9.760000,,17282.000000,,179.000000,8.408000,0.000000,,8.373000,9.720000,0.000000,,103.000000,27506.000000,18917.000000,39646.000000,6.520000,9.780000,26.990000,18.290000,0.000000,9.130000,17661.000000,52210.000000,4269813.240000,22364.000000,-1.780000,1.060000,0.710000,,19.440000,2353.000000,15044.000000,-17.350000,
780,MRK,TICKER,MRK US Equity,348.000000,2025 Q3,US GAAP,-1093.000000,-24.000000,17133.000000,-14.000000,309.000000,,100978,BBG000BPD168,BBG001FDZ129,654.550000,10816.000000,4052.000000,-1249.000000,0.000000,,0.000000,,,64168.000000,,,15193.000000,,,,,,17938.000000,,64168.000000,415.000000,15193.000000,29063.000000,19912.000000,1271.000000,227.000000,2803.000000,17133.000000,16.000000,17117.000000,0.000000,7943.000000,2532.000000,6.760000,2541.000000,6.740000,6.760000,,2104.000000,,,7.019000,0.000000,,6.998000,6.740000,0.000000,,856.000000,19936.000000,19912.000000,24759.000000,3.120000,31.030000,76.320000,40.840000,0.000000,26.680000,17117.000000,48975.000000,855573.330000,22655.000000,6.740000,1.360000,0.840000,,82.630000,10362.000000,18096.000000,4589.590000,
781,CSCO,TICKER,CSCO US Equity,763.000000,2026 Q1,US GAAP,68.000000,660.000000,10180.000000,,1772.000000,,69423747,BBG000C3J3C9,BBG00Z1JKRH9,264.850000,13958.000000,2052.000000,-1132.000000,0.000000,,0.000000,,10966.000000,56654.000000,,,18690.000000,,1174.000000,2992.000000,,,9300.000000,,56654.000000,1001.000000,19864.000000,25030.000000,11760.000000,1593.000000,0.000000,920.000000,10180.000000,0.000000,10180.000000,0.000000,6437.000000,3976.000000,2.560000,3998.000000,2.550000,2.560000,,609.000000,,,2.627000,0.000000,,2.616000,2.550000,0.000000,,592.000000,11100.000000,11760.000000,15066.000000,1.620000,20.760000,64.940000,28.310000,0.000000,17.970000,10180.000000,36790.000000,862313.550000,14457.000000,5.300000,1.000000,0.740000,,63.280000,-78.000000,13288.000000,-1.360000,
782,ACN,TICKER,ACN US Equity,942.700000,2025 Q4,US GAAP,63.040000,-44.730000,7832.400000,,615.320000,,300787,BBG000D9D830,BBG001FLDTN1,489.410000,11394.410000,2080.640000,357.350000,0.000000,,0.000000,,7043.440000,69672.980000,,,47437.580000,,,4350.970000,,,,,69672.980000,336.320000,47437.580000,12009.740000,10225.660000,228.560000,0.000000,2437.990000,7832.400000,153.970000,7678.430000,0.000000,3700.000000,624.892000,12.290000,632.435000,12.150000,12.290000,,622.490000,,,13.071000,0.000000,,12.924000,12.150000,0.000000,,-107.770000,10270.390000,10225.660000,13380.860000,5.920000,14.680000,31.910000,22.220000,0.000000,11.020000,7678.430000,22235.400000,89407.660000,12758.370000,7.360000,1.420000,1.210000,,26.230000,8548.590000,10874.360000,5.690000,
783,IBM,TICKER,IBM US Equity,1309.000000,2025 Q3,US GAAP,2080.000000,2587.000000,6023.000000,,0.000000,,100801,BBG000BLNNH6,BBG001G4LRK6,4609.890000,19688.000000,2118.000000,-2336.000000,0.000000,,-8.000000,,,61797.000000,713.000000,243.000000,26833.000000,369.000000,,,,,7479.000000,,62753.000000,747.000000,27202.000000,27167.000000,8384.000000,1712.000000,-458.000000,-218.000000,6015.000000,,6023.000000,0.000000,6147.000000,921.768000,6.530000,937.161000,6.430000,6.530000,,2168.000000,,12.000000,11.527000,0.000000,,11.339000,6.420000,0.000000,,965.000000,5797.000000,8384.000000,14030.000000,6.670000,13.360000,56.650000,22.970000,-8.000000,9.600000,6023.000000,35551.000000,232160.560000,11862.000000,1.440000,1.040000,0.860000,,213.860000,1340.000000,12397.000000,-19.710000,
784,LRCX,TICKER,LRCX US Equity,176.600000,2026 Q1,US GAAP,-30.450000,-57.160000,5358.220000,,0.000000,,105120,BBG000BNFLM9,BBG001FF3799,-42.460000,981.700000,963.160000,-363.250000,0.000000,,0.000000,,,18435.590000,,,9456.530000,,,,,,2096.390000,,18435.590000,231.330000,9456.530000,3078.090000,5900.970000,178.200000,26.410000,599.910000,5358.220000,0.000000,5358.220000,0.000000,1183.210000,1286.101000,4.170000,1290.142000,4.150000,4.170000,,329.500000,,,4.133000,0.000000,,4.117000,4.150000,0.000000,,-53.130000,5958.130000,5900.970000,6287.240000,0.920000,32.010000,48.710000,35.010000,0.000000,29.060000,5358.220000,8979.060000,970294.260000,5957.740000,23.680000,2.210000,1.490000,,48.230000,7948.570000,5414.080000,39.980000,
785,SO,TICKER,SO US Equity,333.000000,2025 Q3,US GAAP,-669.000000,1839.000000,4260.000000,-139.000000,,,101370,BBG000BT9DW0,BBG001FDZFF4,88.090000,,373.000000,596.000000,0.000000,,0.000000,,,,,1151.000000,,,,,,,,,26724.000000,0.000000,6843.000000,12813.000000,7068.000000,2743.000000,,969.000000,4260.000000,-141.000000,4401.000000,0.000000,2907.000000,1096.000000,4.020000,1102.000000,3.990000,4.020000,,4755.000000,,103.000000,4.096000,0.000000,,4.070000,3.990000,0.000000,,2508.000000,5229.000000,7068.000000,12582.000000,2.700000,26.450000,74.390000,46.020000,0.000000,16.470000,4401.000000,19881.000000,934405.590000,7827.000000,5.830000,0.670000,0.340000,,199.580000,-5299.000000,185.000000,10.690000,
786,EQIX,TICKER,EQIX US Equity,308.000000,2025 Q3,US GAAP,33.000000,353.000000,814.000000,,296.000000,,7979475,BBG000MBDGM6,BBG001H2H737,244.480000,2456.000000,191.000000,-30.000000,0.000000,,0.000000,,690.000000,8748.000000,,,4467.000000,,,1766.000000,,201.000000,0.000000,,8748.000000,137.000000,4467.000000,2953.000000,1328.000000,457.000000,0.000000,161.000000,814.000000,-1.000000,815.000000,0.000000,1626.590000,95.457000,8.540000,95.827000,8.500000,8.540000,,1801.000000,,36.000000,11.099000,0.000000,,11.051000,8.500000,0.000000,,320.000000,975.000000,1328.000000,3566.000000,17.040000,15.180000,48.940000,44.040000,0.000000,9.320000,815.000000,4281.000000,642951.640000,1765.000000,6.840000,1.630000,1.360000,,140.160000,2098.000000,183.000000,-15.910000,
787,SHW,TICKER,SHW US Equity,764.100000,2025 Q3,US GAAP,-31.700000,360.000000,2681.400000,,-38.800000,,101341,BBG000BSXQV7,BBG001FDZDH7,-53.800000,7422.100000,845.300000,-74.900000,0.000000,,0.000000,,,23098.500000,,,11903.400000,,,,,,0.000000,-16.900000,23098.500000,11.000000,11903.400000,7383.300000,3811.800000,415.700000,3.900000,770.400000,2681.400000,0.000000,2681.400000,0.000000,723.400000,251.000000,10.680000,254.100000,10.550000,10.680000,,297.400000,,,10.469000,0.000000,,10.338000,10.550000,0.000000,,404.700000,3451.800000,3811.800000,4998.200000,2.860000,16.500000,48.470000,18.840000,0.000000,11.610000,2681.400000,11195.100000,361535.450000,4700.800000,0.200000,0.790000,0.380000,,294.070000,-1407.900000,2083.200000,12.250000,
788,APH,TICKER,APH US Equity,448.900000,2025 Q3,US GAAP,-72.000000,145.000000,2441.600000,,127.400000,,225605,BBG000B9YJ35,BBG001FKQVZ1,86.700000,1402.400000,653.100000,-82.800000,0.000000,,0.000000,,,15222.700000,,,10083.000000,,,,,,453.000000,,15222.700000,0.000000,10083.000000,1982.800000,3156.900000,217.000000,0.000000,570.300000,2441.600000,17.600000,2424.000000,0.000000,662.900000,1203.800000,2.010000,1263.600000,1.920000,2.010000,,417.800000,,,2.086000,0.000000,,1.989000,1.920000,0.000000,,217.000000,3011.900000,3156.900000,4178.300000,0.550000,20.740000,33.760000,28.210000,0.000000,15.920000,2424.000000,5139.700000,121781.600000,3760.500000,21.250000,2.370000,1.620000,,74.350000,5602.200000,2149.300000,25.730000,
789,ELV,TICKER,ELV US Equity,188.000000,2025 Q3,US GAAP,0.000000,1185.000000,5971.000000,,580.000000,,903117,BBG000BCG930,BBG001FQ1XV5,1279.700000,20025.000000,2294.000000,-361.000000,0.000000,,0.000000,,,31038.000000,,145973.000000,147317.000000,,,,,,0.000000,,177011.000000,0.000000,147317.000000,20605.000000,9089.000000,1185.000000,0.000000,1933.000000,5971.000000,-9.000000,5980.000000,0.000000,1508.000000,231.700000,25.810000,232.900000,25.680000,25.810000,,813.000000,,,31.332000,0.000000,,31.175000,25.680000,0.000000,,1185.000000,7904.000000,9089.000000,10623.000000,6.520000,5.130000,16.780000,5.140000,0.000000,3.380000,5980.000000,29694.000000,1698762.000000,9810.000000,3.310000,1.450000,1.180000,,77.560000,18361.000000,4552.000000,-0.120000,
790,TT,TICKER,TT US Equity,233.400000,2025 Q3,US GAAP,31.700000,258.300000,2589.500000,,0.000000,,100787,BBG000BM6788,BBG001FDYV15,-3.660000,3580.400000,756.700000,-129.100000,0.000000,,24.700000,,,19838.200000,,,12757.700000,,,,,,0.000000,,19838.200000,35.900000,12757.700000,3580.400000,3500.100000,238.400000,24.100000,627.600000,2614.200000,21.600000,2567.900000,0.000000,760.000000,226.247000,11.350000,228.400000,11.240000,11.460000,,194.000000,,,11.443000,0.000000,,11.334000,11.350000,0.000000,,202.500000,3241.800000,3500.100000,4077.300000,3.360000,17.640000,35.690000,20.610000,24.700000,12.940000,2567.900000,7080.500000,440848.890000,3883.300000,12.220000,1.210000,0.770000,,72.210000,1268.900000,2775.000000,26.880000,
791,KLAC,TICKER,KLAC US Equity,51.500000,2026 Q1,US GAAP,11.750000,130.680000,4061.640000,,239.100000,,101732,BBG000BMTFR4,BBG001FDZSV8,390.040000,1029.730000,827.610000,-244.810000,0.000000,,0.000000,,,12156.160000,,,4751.870000,,,,,,1360.330000,,12156.160000,180.280000,4751.870000,2629.170000,4775.130000,302.170000,-2.960000,582.800000,4061.640000,0.000000,4061.640000,0.000000,904.600000,133.030000,30.530000,133.750000,30.370000,30.530000,,192.000000,,,33.464000,0.000000,,33.286000,30.370000,0.000000,,121.890000,4644.450000,4775.130000,5220.720000,6.750000,39.280000,60.910000,44.990000,0.000000,33.410000,4061.640000,7404.300000,810410.800000,5028.720000,23.890000,2.620000,1.650000,,129.750000,6612.990000,3746.640000,47.060000,
792,DUK,TICKER,DUK US Equity,315.000000,2025 Q3,US GAAP,-356.000000,2732.000000,4614.000000,9.000000,,,100481,BBG000BHGDH5,BBG001FDYJB1,164.460000,,-332.000000,939.000000,0.000000,,-10.000000,-17.000000,,,,318.000000,,,,,,,,,30357.000000,63.000000,9771.000000,12660.000000,7926.000000,3384.000000,,590.000000,4604.000000,90.000000,4524.000000,122.000000,3073.000000,772.000000,5.710000,772.000000,5.710000,5.689000,,5793.000000,,,5.902000,,,5.902000,5.689000,0.000000,,3088.000000,5194.000000,7926.000000,14620.000000,4.140000,26.110000,67.810000,50.510000,-10.000000,14.900000,4402.000000,20586.000000,1149320.410000,8827.000000,4.460000,0.670000,0.130000,,174.880000,-6407.000000,48.000000,59.240000,
793,PH,TICKER,PH US Equity,83.000000,2026 Q1,US GAAP,-183.000000,226.000000,3532.000000,,-273.000000,,101149,BBG000BR3KL6,BBG001FDZ6L7,-133.490000,3015.000000,,,0.000000,,0.000000,,,19850.000000,,,12535.000000,,,,,,240.000000,,19850.000000,0.000000,12535.000000,2982.000000,4333.000000,409.000000,0.000000,575.000000,3532.000000,1.000000,3531.000000,0.000000,858.330000,128.300000,27.520000,130.200000,27.120000,27.520000,,354.000000,,,26.481000,0.000000,,26.095000,27.120000,0.000000,,409.000000,4107.000000,4333.000000,5304.000000,6.690000,21.830000,36.850000,25.200000,0.000000,17.790000,3531.000000,7315.000000,342536.670000,4950.000000,-0.400000,1.190000,0.630000,,70.120000,1131.000000,3341.000000,24.150000,
794,WM,TICKER,WM US Equity,264.000000,2025 Q3,US GAAP,11.000000,605.000000,2745.000000,-4.000000,86.000000,,107570,BBG000BWVSR1,BBG001FF5QF8,138.250000,2264.000000,589.000000,124.000000,0.000000,,0.000000,,,22063.000000,,,13383.000000,,,,,2267.000000,0.000000,,22063.000000,0.000000,13383.000000,4617.000000,4063.000000,598.000000,0.000000,713.000000,2745.000000,-1.000000,2746.000000,0.000000,1210.000000,401.500000,6.840000,403.400000,6.810000,6.840000,,2087.000000,,84.000000,7.184000,0.000000,,7.153000,6.810000,0.000000,,598.000000,3458.000000,4063.000000,6594.000000,3.000000,18.420000,39.340000,27.510000,0.000000,12.450000,2746.000000,8680.000000,357585.090000,4507.000000,8.010000,0.760000,0.590000,,303.110000,-1484.000000,2159.000000,19.180000,
795,MDLZ,TICKER,MDLZ US Equity,883.000000,2025 Q3,US GAAP,-424.000000,84.000000,4623.000000,,473.000000,,1176564,BBG000D4LWF6,BBG001GD3KY6,-91.000000,7039.000000,1212.000000,257.000000,0.000000,169.000000,0.000000,,,36441.000000,,,22184.000000,,,,,,400.000000,,36441.000000,0.000000,22184.000000,7912.000000,6345.000000,508.000000,0.000000,1469.000000,4623.000000,12.000000,4611.000000,0.000000,2397.000000,1341.000000,3.440000,1347.000000,3.420000,3.440000,,1149.000000,,,3.371000,0.000000,,3.352000,3.420000,0.000000,,508.000000,6261.000000,6345.000000,7878.000000,1.790000,17.410000,39.120000,14.730000,0.000000,12.650000,4611.000000,14257.000000,404900.000000,6729.000000,1.180000,0.680000,0.270000,,69.320000,-6307.000000,3523.000000,-7.020000,
796,MSI,TICKER,MSI US Equity,183.000000,2025 Q3,US GAAP,491.000000,716.000000,1582.000000,,155.000000,,101021,BBG000BP8Z50,BBG001FDZ2H1,498.170000,1752.000000,605.000000,-215.000000,0.000000,,0.000000,,,10817.000000,,,5305.000000,,,,,,917.000000,,10817.000000,68.000000,5305.000000,2824.000000,2688.000000,295.000000,-2.000000,390.000000,1582.000000,5.000000,1577.000000,0.000000,654.000000,166.800000,9.450000,170.800000,9.230000,9.450000,,184.000000,,,12.441000,0.000000,,12.147000,9.230000,0.000000,,227.000000,1972.000000,2688.000000,3159.000000,4.030000,24.850000,50.960000,29.790000,0.000000,14.580000,1577.000000,5512.000000,515095.240000,2975.000000,8.410000,1.280000,0.800000,,384.670000,1424.000000,2134.000000,-7.720000,
797,CI,TICKER,CI US Equity,,2025 Q3,US GAAP,2713.000000,4148.000000,3778.000000,,1703.000000,,60401289,BBG00KXRCDP0,BBG00KXMZZY7,2822.000000,14844.000000,1586.000000,-95.000000,0.000000,,0.000000,,,,,247121.000000,221157.000000,,,,,,0.000000,,247121.000000,0.000000,221157.000000,16547.000000,9417.000000,1435.000000,0.000000,1491.000000,3778.000000,344.000000,3434.000000,0.000000,1569.650000,280.294000,12.250000,283.218000,12.120000,12.250000,,1072.000000,,,22.319000,0.000000,,22.084000,12.120000,0.000000,,1435.000000,5269.000000,9417.000000,12192.000000,5.600000,3.810000,10.510000,4.370000,0.000000,1.390000,3434.000000,25964.000000,3362190.480000,11120.000000,26.560000,0.840000,0.560000,,77.920000,-9109.000000,8957.000000,-33.500000,
798,PSX,TICKER,PSX US Equity,600.000000,2025 Q3,US GAAP,162.000000,-861.000000,2175.000000,-1779.000000,5871.000000,,28399721,BBG00286S4N9,BBG00286RYD5,517.000000,2814.000000,751.000000,-251.000000,0.000000,,0.000000,,,143153.000000,,,130291.000000,,2363.000000,,,,,,143153.000000,162.000000,132654.000000,8685.000000,1814.000000,907.000000,11.000000,500.000000,2175.000000,58.000000,2117.000000,0.000000,1890.780000,420.174000,5.010000,421.888000,4.990000,5.010000,,,,21.000000,6.269000,0.000000,,6.215000,4.990000,0.000000,,745.000000,2675.000000,1814.000000,4636.000000,4.500000,1.270000,7.330000,4.020000,0.000000,1.480000,2117.000000,10499.000000,10844924.240000,,-2.880000,1.190000,0.850000,,78.140000,2823.000000,2332.000000,-69.820000,
799,FANG,TICKER,FANG US Equity,,2025 Q3,US GAAP,-270.000000,-156.000000,3701.000000,-21.000000,406.000000,,29182972,BBG002PHSYX9,BBG002NC3XW2,42.000000,213.000000,785.000000,15.000000,0.000000,,0.000000,,,10143.000000,,872.000000,3201.000000,,2850.000000,213.000000,,,0.000000,,11015.000000,0.000000,6051.000000,619.000000,4345.000000,135.000000,0.000000,800.000000,3701.000000,363.000000,3338.000000,0.000000,1326.110000,213.545000,15.631000,213.545000,15.631000,15.631000,,61.000000,,156.000000,15.828000,0.000000,,15.828000,15.631000,0.000000,,135.000000,4501.000000,4345.000000,7195.000000,6.210000,39.450000,45.070000,67.020000,0.000000,30.300000,3338.000000,4964.000000,5554715.080000,7134.000000,32.680000,0.440000,0.360000,,34.380000,-2701.000000,-5374.000000,6.200000,
800,D,TICKER,D US Equity,109.000000,2025 Q3,US GAAP,-822.000000,1065.000000,2071.000000,,,,100466,BBG000BGVW60,BBG001FDYHV3,-119.400000,,-203.000000,546.000000,0.000000,,-197.000000,-35.000000,,,,816.000000,,,,,,,,,14459.000000,,3948.000000,7264.000000,3247.000000,1887.000000,,308.000000,1874.000000,-53.000000,2124.000000,0.000000,2241.200000,839.400000,2.530000,839.400000,2.530000,2.296000,,2345.000000,,,2.153000,,,2.153000,2.296000,0.000000,,1887.000000,2182.000000,3247.000000,5967.000000,2.670000,22.460000,72.700000,42.220000,-197.000000,14.690000,2124.000000,10511.000000,983605.440000,3622.000000,0.460000,0.710000,0.270000,,157.550000,-2676.000000,-7409.000000,4.580000,
801,HWM,TICKER,HWM US Equity,67.000000,2025 Q3,US GAAP,68.000000,250.000000,1155.000000,,21.000000,,59099358,BBG00DYNJGH9,BBG00K1HSD70,-28.250000,347.000000,172.000000,56.000000,0.000000,,0.000000,,,7430.000000,,,5119.000000,,,,,277.000000,33.000000,,7430.000000,,5119.000000,678.000000,1633.000000,182.000000,0.000000,228.000000,1155.000000,0.000000,1155.000000,2.000000,118.320000,408.000000,2.830000,410.000000,2.810000,2.830000,,243.000000,,,2.757000,0.000000,,2.741000,2.810000,0.000000,,,1383.000000,1633.000000,1977.000000,0.290000,21.980000,31.100000,29.540000,0.000000,15.550000,1153.000000,2311.000000,310488.930000,1734.000000,11.900000,2.170000,0.810000,,77.340000,1813.000000,977.000000,50.980000,
802,DHI,TICKER,DHI US Equity,45.100000,2025 Q4,US GAAP,-74.000000,-315.700000,3620.900000,,158.100000,,103445,BBG000DQTXY6,BBG001FF1JJ4,124.900000,3692.000000,995.800000,123.200000,0.000000,,0.000000,,,33409.200000,841.200000,,25976.100000,,,,,,0.000000,,34250.400000,241.700000,25976.100000,3850.100000,4424.200000,0.000000,0.000000,1119.000000,3620.900000,35.700000,3585.200000,0.000000,494.800000,308.500000,11.620000,309.900000,11.570000,11.620000,,90.900000,,438.700000,12.026000,0.000000,,11.973000,11.570000,0.000000,,-241.700000,4739.900000,4424.200000,4525.500000,1.650000,12.920000,24.160000,13.210000,0.000000,10.470000,3585.200000,8274.300000,2388285.340000,4434.600000,-6.930000,5.950000,0.630000,,24.930000,23557.100000,3283.500000,-24.620000,
803,KR,TICKER,KR US Equity,877.000000,2026 Q3,US GAAP,57.000000,507.000000,2672.000000,,-294.000000,,100864,BBG000BMY992,BBG001FDYXJ2,555.000000,26602.000000,719.000000,-49.000000,0.000000,,0.000000,,1171.000000,147123.000000,,,113131.000000,,589.000000,25431.000000,,3246.000000,0.000000,,147123.000000,0.000000,113720.000000,29554.000000,3849.000000,450.000000,0.000000,670.000000,2672.000000,7.000000,2665.000000,0.000000,883.000000,715.000000,3.727000,720.000000,3.670000,3.727000,,3246.000000,,,4.503000,0.000000,,4.441000,3.670000,0.000000,,450.000000,3342.000000,3849.000000,7972.000000,1.250000,2.620000,22.700000,3.350000,0.000000,1.810000,2665.000000,33403.000000,359713.940000,4726.000000,-1.940000,0.960000,0.390000,,302.740000,-667.000000,1777.000000,23.150000,
804,OXY,TICKER,OXY US Equity,885.000000,2025 Q3,US GAAP,-171.000000,142.000000,3078.000000,-862.000000,3237.000000,,101106,BBG000BQQ2S6,BBG001FDZ566,1090.990000,1062.000000,1635.000000,-461.000000,0.000000,,-182.000000,,,26628.000000,,97.000000,10843.000000,,7371.000000,,,,0.000000,,26725.000000,0.000000,18214.000000,4299.000000,4212.000000,1175.000000,0.000000,1174.000000,2896.000000,22.000000,3056.000000,679.000000,802.380000,911.800000,2.590000,967.100000,2.440000,2.390000,,,,189.000000,3.604000,0.000000,,3.388000,2.260000,0.000000,,1175.000000,4070.000000,4212.000000,12101.000000,0.880000,15.760000,31.850000,43.080000,-182.000000,11.430000,2377.000000,8511.000000,2019724.910000,,-5.420000,0.950000,0.590000,,107.900000,-451.000000,4421.000000,-34.920000,
