ID,TICKER,IDENTIFIER_TYPE,IDENTIFIER_VALUE,TOT_DEBT_TO_TOT_ASSET,CASH_DVD_COVERAGE,TOT_DEBT_TO_EBITDA,CUR_RATIO,QUICK_RATIO,GROSS_MARGIN,INTEREST_COVERAGE_RATIO,EBITDA_MARGIN,TOT_LIAB_AND_EQY,NET_DEBT_TO_SHRHLDR_EQTY,TIMESTAMP
986,HD,TICKER,HD US Equity,65.090000,1.660000,2.570000,1.110000,0.160000,33.420000,9.270000,15.400000,96119.000000,917.210000,2025-12-15 15:57:21.911203000
987,JNJ,TICKER,JNJ US Equity,21.010000,1.190000,1.480000,1.110000,0.780000,69.070000,25.230000,33.660000,180104.000000,18.620000,2025-12-15 15:57:21.911203000
988,ABBV,TICKER,ABBV US Equity,50.320000,0.390000,3.970000,0.660000,0.430000,69.990000,3.250000,29.000000,135161.000000,1856.840000,2025-12-15 15:57:21.911203000
989,KO,TICKER,KO US Equity,45.490000,1.270000,3.020000,1.030000,0.720000,61.060000,6.030000,32.980000,100549.000000,118.170000,2025-12-15 15:57:21.911203000
990,TMUS,TICKER,TMUS US Equity,54.770000,2.640000,3.760000,0.910000,0.480000,63.570000,5.230000,37.310000,208035.000000,175.790000,2025-12-15 15:57:21.911203000
991,CVX,TICKER,CVX US Equity,11.520000,1.500000,1.210000,1.060000,0.710000,26.990000,24.470000,18.290000,256938.000000,14.900000,2025-12-15 15:57:21.911203000
992,MRK,TICKER,MRK US Equity,32.680000,2.150000,1.580000,1.360000,0.840000,76.320000,15.670000,40.840000,117106.000000,53.010000,2025-12-15 15:57:21.911203000
993,CSCO,TICKER,CSCO US Equity,24.240000,1.580000,1.810000,1.000000,0.740000,64.940000,7.380000,28.310000,122291.000000,28.890000,2025-12-15 15:57:21.911203000
994,ACN,TICKER,ACN US Equity,12.510000,2.080000,0.530000,1.420000,1.210000,31.910000,44.740000,22.220000,65394.900000,-10.240000,2025-12-15 15:57:21.911203000
995,IBM,TICKER,IBM US Equity,42.570000,0.980000,4.430000,1.040000,0.860000,56.650000,4.860000,22.970000,137175.000000,159.920000,2025-12-15 15:57:21.911203000
996,LRCX,TICKER,LRCX US Equity,22.280000,4.530000,0.650000,2.210000,1.490000,48.710000,33.110000,35.010000,21345.260000,-16.570000,2025-12-15 15:57:21.911203000
997,SO,TICKER,SO US Equity,45.650000,1.510000,5.540000,0.670000,0.340000,74.390000,2.480000,46.020000,145180.000000,177.800000,2025-12-15 15:57:21.911203000
998,EQIX,TICKER,EQIX US Equity,54.040000,0.500000,5.260000,1.630000,1.360000,48.940000,2.690000,44.040000,35085.000000,113.290000,2025-12-15 15:57:21.911203000
999,SHW,TICKER,SHW US Equity,50.410000,3.710000,3.100000,0.790000,0.380000,48.470000,9.170000,18.840000,23632.600000,288.870000,2025-12-15 15:57:21.911203000
1000,APH,TICKER,APH US Equity,33.960000,3.660000,1.360000,2.370000,1.620000,33.760000,14.550000,28.210000,21440.200000,40.020000,2025-12-15 15:57:21.911203000
1001,ELV,TICKER,ELV US Equity,27.410000,3.970000,3.210000,1.450000,1.180000,16.780000,7.670000,5.140000,116889.000000,-6.370000,2025-12-15 15:57:21.911203000
1002,TT,TICKER,TT US Equity,26.730000,3.410000,1.060000,1.210000,0.770000,35.690000,14.680000,20.610000,20146.700000,50.690000,2025-12-15 15:57:21.911203000
1003,KLAC,TICKER,KLAC US Equity,37.890000,4.490000,1.080000,2.620000,1.650000,60.910000,15.800000,44.990000,16067.930000,33.960000,2025-12-15 15:57:21.911203000
1004,DUK,TICKER,DUK US Equity,46.130000,1.430000,5.610000,0.670000,0.130000,67.810000,2.340000,50.510000,186343.000000,167.100000,2025-12-15 15:57:21.911203000
1005,PH,TICKER,PH US Equity,32.530000,4.110000,2.050000,1.190000,0.630000,36.850000,10.590000,25.200000,29494.000000,66.660000,2025-12-15 15:57:21.911203000
1006,WM,TICKER,WM US Equity,56.120000,2.270000,3.430000,0.760000,0.590000,39.340000,5.960000,27.510000,44567.000000,298.030000,2025-12-15 15:57:21.911203000
1007,MDLZ,TICKER,MDLZ US Equity,27.260000,1.920000,3.960000,0.680000,0.270000,39.120000,12.490000,14.730000,68497.000000,64.240000,2025-12-15 15:57:21.911203000
1008,MSI,TICKER,MSI US Equity,44.890000,2.410000,2.950000,1.280000,0.800000,50.960000,9.110000,29.790000,14595.000000,258.810000,2025-12-15 15:57:21.911203000
1009,CI,TICKER,CI US Equity,20.510000,2.190000,2.900000,0.840000,0.560000,10.510000,6.560000,4.370000,155881.000000,57.600000,2025-12-15 15:57:21.911203000
1010,PSX,TICKER,PSX US Equity,29.510000,1.120000,4.100000,1.190000,0.850000,7.330000,1.950000,4.020000,72582.000000,69.140000,2025-12-15 15:57:21.911203000
1011,FANG,TICKER,FANG US Equity,19.280000,2.520000,1.570000,0.440000,0.360000,45.070000,14.930000,67.020000,67292.000000,32.150000,2025-12-15 15:57:21.911203000
1012,D,TICKER,D US Equity,40.400000,0.860000,7.130000,0.710000,0.270000,72.700000,1.720000,42.220000,102415.000000,136.020000,2025-12-15 15:57:21.911203000
1013,HWM,TICKER,HWM US Equity,33.000000,9.740000,1.420000,2.170000,0.810000,31.100000,8.970000,29.540000,10519.000000,63.830000,2025-12-15 15:57:21.911203000
1014,DHI,TICKER,DHI US Equity,17.000000,7.250000,1.330000,5.950000,0.630000,24.160000,10.080000,13.210000,35471.200000,12.310000,2025-12-15 15:57:21.911203000
1015,KR,TICKER,KR US Equity,47.670000,3.020000,5.120000,0.960000,0.390000,22.700000,8.550000,3.350000,52616.000000,255.080000,2025-12-15 15:57:21.911203000
1016,OXY,TICKER,OXY US Equity,31.880000,2.740000,2.010000,0.950000,0.590000,31.850000,3.090000,43.080000,85445.000000,72.820000,2025-12-15 15:57:21.911203000
1017,COR,TICKER,COR US Equity,12.180000,3.640000,2.520000,0.900000,0.510000,3.570000,6.260000,1.150000,76590.110000,284.760000,2025-12-15 15:57:21.911203000
1018,KDP,TICKER,KDP US Equity,32.460000,1.190000,4.780000,0.490000,0.250000,55.560000,3.530000,22.710000,53430.000000,69.450000,2025-12-15 15:57:21.911203000
1019,FIS,TICKER,FIS US Equity,34.160000,0.980000,3.640000,0.850000,0.440000,37.560000,4.870000,34.090000,33784.000000,68.200000,2025-12-15 15:57:21.911203000
1020,KMB,TICKER,KMB US Equity,47.620000,1.550000,2.170000,0.800000,0.430000,35.800000,11.890000,18.600000,16546.000000,677.670000,2025-12-15 15:57:21.911203000
1021,NEM,TICKER,NEM US Equity,16.080000,2.860000,0.460000,1.630000,0.620000,52.020000,9.260000,57.660000,56349.000000,18.000000,2025-12-15 15:57:21.911203000
1022,TEL,TICKER,TEL US Equity,24.660000,2.280000,1.470000,1.560000,0.910000,35.220000,41.700000,23.680000,25081.000000,38.730000,2025-12-15 15:57:21.911203000
1023,NVDA,TICKER,NVDA US Equity,9.200000,87.390000,0.100000,4.440000,3.670000,74.990000,329.770000,60.450000,111601.000000,-41.520000,2025-12-15 15:58:37.738772000
1024,MSFT,TICKER,MSFT US Equity,18.120000,4.130000,0.660000,1.350000,1.160000,68.820000,53.890000,61.870000,619003.000000,5.130000,2025-12-15 15:58:37.738772000
1025,GOOGL,TICKER,GOOGL US Equity,5.710000,13.550000,0.250000,1.840000,1.660000,58.200000,419.370000,38.150000,450256.000000,-21.520000,2025-12-15 15:58:37.738772000
1026,GOOG,TICKER,GOOG US Equity,5.710000,13.550000,0.250000,1.840000,1.660000,58.200000,419.370000,38.150000,450256.000000,-21.520000,2025-12-15 15:58:37.738772000
1027,META,TICKER,META US Equity,18.030000,12.300000,0.510000,2.980000,2.820000,81.670000,127.540000,52.880000,276054.000000,-15.360000,2025-12-15 15:58:37.738772000
1028,AVGO,TICKER,AVGO US Equity,38.070000,2.080000,1.900000,1.710000,1.260000,67.770000,7.940000,53.620000,171092.000000,60.220000,2025-12-15 15:58:37.738772000
1029,WMT,TICKER,WMT US Equity,23.050000,2.910000,1.600000,0.820000,0.200000,24.850000,13.050000,6.090000,260823.000000,52.280000,2025-12-15 15:58:37.738772000
1030,LLY,TICKER,LLY US Equity,44.200000,2.260000,1.700000,1.150000,0.500000,81.310000,16.520000,42.030000,78714.900000,219.790000,2025-12-15 15:58:37.738772000
1031,ORCL,TICKER,ORCL US Equity,64.710000,2.620000,4.860000,0.750000,0.610000,70.510000,4.940000,41.960000,168361.000000,466.160000,2025-12-15 15:58:37.738772000
1032,XOM,TICKER,XOM US Equity,10.630000,2.020000,0.700000,1.310000,0.950000,14.870000,39.690000,18.530000,453475.000000,9.300000,2025-12-15 15:58:37.738772000
1033,UNH,TICKER,UNH US Equity,27.420000,1.910000,2.500000,0.830000,0.500000,22.330000,8.270000,7.360000,298278.000000,51.350000,2025-12-15 15:58:37.738772000
1034,COST,TICKER,COST US Equity,11.070000,3.710000,0.620000,1.030000,0.500000,12.840000,67.420000,4.680000,77099.000000,-23.140000,2025-12-15 15:58:37.738772000
1035,PG,TICKER,PG US Equity,28.320000,1.640000,1.540000,0.700000,0.440000,51.160000,22.550000,27.540000,125231.000000,49.550000,2025-12-15 15:58:37.738772000
1036,HD,TICKER,HD US Equity,65.090000,1.660000,2.570000,1.110000,0.160000,33.420000,9.270000,15.400000,96119.000000,917.210000,2025-12-15 15:58:37.738772000
1037,JNJ,TICKER,JNJ US Equity,21.010000,1.190000,1.480000,1.110000,0.780000,69.070000,25.230000,33.660000,180104.000000,18.620000,2025-12-15 15:58:37.738772000
1038,ABBV,TICKER,ABBV US Equity,50.320000,0.390000,3.970000,0.660000,0.430000,69.990000,3.250000,29.000000,135161.000000,1856.840000,2025-12-15 15:58:37.738772000
1039,KO,TICKER,KO US Equity,45.490000,1.270000,3.020000,1.030000,0.720000,61.060000,6.030000,32.980000,100549.000000,118.170000,2025-12-15 15:58:37.738772000
1040,TMUS,TICKER,TMUS US Equity,54.770000,2.640000,3.760000,0.910000,0.480000,63.570000,5.230000,37.310000,208035.000000,175.790000,2025-12-15 15:58:37.738772000
1041,CVX,TICKER,CVX US Equity,11.520000,1.500000,1.210000,1.060000,0.710000,26.990000,24.470000,18.290000,256938.000000,14.900000,2025-12-15 15:58:37.738772000
1042,MRK,TICKER,MRK US Equity,32.680000,2.150000,1.580000,1.360000,0.840000,76.320000,15.670000,40.840000,117106.000000,53.010000,2025-12-15 15:58:37.738772000
1043,CSCO,TICKER,CSCO US Equity,24.240000,1.580000,1.810000,1.000000,0.740000,64.940000,7.380000,28.310000,122291.000000,28.890000,2025-12-15 15:58:37.738772000
1044,ACN,TICKER,ACN US Equity,12.510000,2.080000,0.530000,1.420000,1.210000,31.910000,44.740000,22.220000,65394.900000,-10.240000,2025-12-15 15:58:37.738772000
1045,IBM,TICKER,IBM US Equity,42.570000,0.980000,4.430000,1.040000,0.860000,56.650000,4.860000,22.970000,137175.000000,159.920000,2025-12-15 15:58:37.738772000
1046,LRCX,TICKER,LRCX US Equity,22.280000,4.530000,0.650000,2.210000,1.490000,48.710000,33.110000,35.010000,21345.260000,-16.570000,2025-12-15 15:58:37.738772000
1047,SO,TICKER,SO US Equity,45.650000,1.510000,5.540000,0.670000,0.340000,74.390000,2.480000,46.020000,145180.000000,177.800000,2025-12-15 15:58:37.738772000
1048,EQIX,TICKER,EQIX US Equity,54.040000,0.500000,5.260000,1.630000,1.360000,48.940000,2.690000,44.040000,35085.000000,113.290000,2025-12-15 15:58:37.738772000
1049,SHW,TICKER,SHW US Equity,50.410000,3.710000,3.100000,0.790000,0.380000,48.470000,9.170000,18.840000,23632.600000,288.870000,2025-12-15 15:58:37.738772000
1050,APH,TICKER,APH US Equity,33.960000,3.660000,1.360000,2.370000,1.620000,33.760000,14.550000,28.210000,21440.200000,40.020000,2025-12-15 15:58:37.738772000
1051,ELV,TICKER,ELV US Equity,27.410000,3.970000,3.210000,1.450000,1.180000,16.780000,7.670000,5.140000,116889.000000,-6.370000,2025-12-15 15:58:37.738772000
1052,TT,TICKER,TT US Equity,26.730000,3.410000,1.060000,1.210000,0.770000,35.690000,14.680000,20.610000,20146.700000,50.690000,2025-12-15 15:58:37.738772000
1053,KLAC,TICKER,KLAC US Equity,37.890000,4.490000,1.080000,2.620000,1.650000,60.910000,15.800000,44.990000,16067.930000,33.960000,2025-12-15 15:58:37.738772000
1054,DUK,TICKER,DUK US Equity,46.130000,1.430000,5.610000,0.670000,0.130000,67.810000,2.340000,50.510000,186343.000000,167.100000,2025-12-15 15:58:37.738772000
1055,PH,TICKER,PH US Equity,32.530000,4.110000,2.050000,1.190000,0.630000,36.850000,10.590000,25.200000,29494.000000,66.660000,2025-12-15 15:58:37.738772000
1056,WM,TICKER,WM US Equity,56.120000,2.270000,3.430000,0.760000,0.590000,39.340000,5.960000,27.510000,44567.000000,298.030000,2025-12-15 15:58:37.738772000
1057,MDLZ,TICKER,MDLZ US Equity,27.260000,1.920000,3.960000,0.680000,0.270000,39.120000,12.490000,14.730000,68497.000000,64.240000,2025-12-15 15:58:37.738772000
1058,MSI,TICKER,MSI US Equity,44.890000,2.410000,2.950000,1.280000,0.800000,50.960000,9.110000,29.790000,14595.000000,258.810000,2025-12-15 15:58:37.738772000
1059,CI,TICKER,CI US Equity,20.510000,2.190000,2.900000,0.840000,0.560000,10.510000,6.560000,4.370000,155881.000000,57.600000,2025-12-15 15:58:37.738772000
1060,PSX,TICKER,PSX US Equity,29.510000,1.120000,4.100000,1.190000,0.850000,7.330000,1.950000,4.020000,72582.000000,69.140000,2025-12-15 15:58:37.738772000
1061,FANG,TICKER,FANG US Equity,19.280000,2.520000,1.570000,0.440000,0.360000,45.070000,14.930000,67.020000,67292.000000,32.150000,2025-12-15 15:58:37.738772000
1062,D,TICKER,D US Equity,40.400000,0.860000,7.130000,0.710000,0.270000,72.700000,1.720000,42.220000,102415.000000,136.020000,2025-12-15 15:58:37.738772000
1063,HWM,TICKER,HWM US Equity,33.000000,9.740000,1.420000,2.170000,0.810000,31.100000,8.970000,29.540000,10519.000000,63.830000,2025-12-15 15:58:37.738772000
1064,DHI,TICKER,DHI US Equity,17.000000,7.250000,1.330000,5.950000,0.630000,24.160000,10.080000,13.210000,35471.200000,12.310000,2025-12-15 15:58:37.738772000
1065,KR,TICKER,KR US Equity,47.670000,3.020000,5.120000,0.960000,0.390000,22.700000,8.550000,3.350000,52616.000000,255.080000,2025-12-15 15:58:37.738772000
1066,OXY,TICKER,OXY US Equity,31.880000,2.740000,2.010000,0.950000,0.590000,31.850000,3.090000,43.080000,85445.000000,72.820000,2025-12-15 15:58:37.738772000
1067,COR,TICKER,COR US Equity,12.180000,3.640000,2.520000,0.900000,0.510000,3.570000,6.260000,1.150000,76590.110000,284.760000,2025-12-15 15:58:37.738772000
1068,KDP,TICKER,KDP US Equity,32.460000,1.190000,4.780000,0.490000,0.250000,55.560000,3.530000,22.710000,53430.000000,69.450000,2025-12-15 15:58:37.738772000
1069,FIS,TICKER,FIS US Equity,34.160000,0.980000,3.640000,0.850000,0.440000,37.560000,4.870000,34.090000,33784.000000,68.200000,2025-12-15 15:58:37.738772000
1070,KMB,TICKER,KMB US Equity,47.620000,1.550000,2.170000,0.800000,0.430000,35.800000,11.890000,18.600000,16546.000000,677.670000,2025-12-15 15:58:37.738772000
1071,NEM,TICKER,NEM US Equity,16.080000,2.860000,0.460000,1.630000,0.620000,52.020000,9.260000,57.660000,56349.000000,18.000000,2025-12-15 15:58:37.738772000
1072,TEL,TICKER,TEL US Equity,24.660000,2.280000,1.470000,1.560000,0.910000,35.220000,41.700000,23.680000,25081.000000,38.730000,2025-12-15 15:58:37.738772000
